Ten,Gia ban,Nhom,So lg.,Ma vach,Gia nhap,DpH,
Gervais 170g,45.9,13 -- Potraviny,0,3073781173215,,,
Gervais 170g,45.9,13 -- Potraviny,0,3073781173406,,,
gervais lightlife 80g,19.9,13 -- Potraviny,0,3073781044058,0,,
Gervais natur 62.5g,15.9,13 -- Potraviny,0,3073780983372,0,,
Gervais ori. 190g,39.9,13 -- Potraviny,0,3073780990783,0,,
Gervais přírodní 80g,29.9,13 -- Potraviny,-331,3073780990363,0,,
Gervais redkvickami a pazitkou 125g,25.9,13 -- Potraviny,0,3073781019216,0,,
Gervais s cesnek. a bylink. 80g,29.9,13 -- Potraviny,-82,3073780986496,0,,
Gervais s jarni cibulkou 80g,21.9,13 -- Potraviny,0,3073781105315,,,
Gervais s paprik.  and  rajcatem 80g,29.9,13 -- Potraviny,-144,3073780990400,0,,
Gervais s pazitkou 80g,29.9,13 -- Potraviny,-277,3073780990387,0,,
Gervais s redkvickami a pazitkou 80g,29.9,13 -- Potraviny,-24,3073781030556,0,,
Gervais tvarohove 100g,29.9,13 -- Potraviny,0,3073781095746,,,
Gervais tzatziki 80g,21.9,15 -- Textil,0,3073781102529,,,
Getateli classic 36g,12.9,13 -- Potraviny,0,20348199,,,
Gf alora gelovy 150g,34.9,04 -- Drogerie,-1,5900785962010,,,
Gg americke brambory 750g,42.9,13 -- Potraviny,0,4311596465439,0,,
Gg pesto alla genovese 190g,44.9,13 -- Potraviny,0,4311596463985,0,,
Gg rajcata cela loupana 400g,36.9,13 -- Potraviny,-12,4311596062621,0,,
Gg rajcata sekana 400g,26.9,13 -- Potraviny,0,4311596464043,0,,
Gg rajcatove pyre 500g,32.9,13 -- Potraviny,0,4311596440429,0,,
Gg vinny ocet 1l,24.9,13 -- Potraviny,0,4311596423804,0,,
GGE nudle snack 80g,39.9,13 -- Potraviny,0,4710199109519,,,
GGE nudle snack 80g,39.9,13 -- Potraviny,0,4710199109595,,,
Ghost snack s kecup 70g,21.9,13 -- Potraviny,0,8594042911735,,,
Ghost snack s soli 70g,21.9,13 -- Potraviny,0,8594042911711,,,
Ghost snack s syra 70g,21.9,13 -- Potraviny,0,8594042911728,,,
Glade 20ml,95,04 -- Drogerie,0,5000204117042,,,
Glade 20ml komplet,139,04 -- Drogerie,0,5000204117820,,,
Glade 269ml,109,04 -- Drogerie,0,5000204072808,,,
glade apple 269ml,189,04 -- Drogerie,-3,5000204125214,,,
Glade apple pie 300ml,69.9,04 -- Drogerie,0,5000204167610,,,
Glade electric 20ml,95,04 -- Drogerie,0,5000204116267,,,
Glade merry berry 300ml,69.9,04 -- Drogerie,0,5000204167733,,,
Glade spray 300ml,69.9,04 -- Drogerie,0,5000204956498,,,
Glade spray 300ml,69.9,04 -- Drogerie,0,5000204070392,,,
Glade svicka  129g,109,04 -- Drogerie,0,5000204070569,,,
Glade svicka 129g,109,04 -- Drogerie,0,5000204105766,,,
Glade svicka 129g,109,04 -- Drogerie,0,5000204106091,,,
Glade svicka 129g,109,04 -- Drogerie,0,5000204125092,,,
Glade svicka 70g,79.9,04 -- Drogerie,0,5000204960686,,,
Glade vanilla 300ml,69.9,13 -- Potraviny,0,5000204845389,,,
GLADS Nudle 75g,18.9,13 -- Potraviny,-15,4820179258745,,,
GLADS Nudle 75g,18.9,13 -- Potraviny,-28,4820179258721,,,
Glanz meister kapsle do mycky 1440g,239,04 -- Drogerie,0,4260418932089,,,
Glas Noodles 100g,24.9,13 -- Potraviny,0,20441951,,,
GLasds nusles 85g,29.9,13 -- Potraviny,-18,4820179258752,,,
Glavtorg Šproty v oleji 240g,54.9,13 -- Potraviny,-5,4260428460855,,,
Glenfiddich 12y scotch whisky,949,01 -- Alkohol - Pivo - Víno,0,5010327000176,0,,
Glenfiddich 15y scotch whisky 0.7l,999,01 -- Alkohol - Pivo - Víno,0,5010327325125,0,,
gliss 250ml,99,04 -- Drogerie,0,3178041344869,,,
gliss 250ml,99,04 -- Drogerie,0,6192430015830,,,
GLISS 250ml,99,04 -- Drogerie,-4,9000101617481,,,
Gliss balzam 200ml,99,04 -- Drogerie,-2,9000101242508,,,
Gliss balzam 200ml,79.9,04 -- Drogerie,-2,9000101287172,,,
Gliss balzám 200ml,99,04 -- Drogerie,0,9000100218023,0,,
Gliss balzám 200ml,69.9,04 -- Drogerie,0,9000100662987,0,,
Gliss balzam 20ml,99,04 -- Drogerie,-2,9000101201185,,,
Gliss kur balzam 250ml,99,04 -- Drogerie,-6,9000100398572,0,,
Gliss kur oil nutritive šampon 400ml,129,04 -- Drogerie,-3,9000100549837,0,,
Gliss kur ol-in250ml,64.9,03 -- Domaci potreby - Elektro,0,4015100186260,,,
Gliss kur reg sampon 400ml ultimate repair,129,04 -- Drogerie,-1,9000100663410,0,,
GLISS KUR sampon 250ml,64.9,04 -- Drogerie,0,9000101044010,,,
GLISS KUR SAMPOO 250ML,64.9,04 -- Drogerie,0,9000101076158,,,
Gliss kur shampoo 250ml,64.9,03 -- Domaci potreby - Elektro,0,4015100186246,,,
Gliss maska 2in1 300ml,129,04 -- Drogerie,-1,9000101050936,,,
Gliss maska 300ml,129,04 -- Drogerie,0,7002848050776,,,
Gliss maska 300ml,129,04 -- Drogerie,-3,9000101050776,,,
Gliss nutri protect sampon 250ml,58.9,04 -- Drogerie,0,9000100466066,0,21,
Gliss sampon 250ml,69.9,04 -- Drogerie,0,9000101659092,,,
Gliss sampon 250ml,79.9,04 -- Drogerie,-4,9000101201222,,,
Gliss sampon 250ml,99,04 -- Drogerie,-8,9000101287332,,,
Glisskur milion gloss 250ml,64.9,04 -- Drogerie,0,9000100829991,0,,
Glisskur oil nutritive šampon na vlasy 250ml,99,04 -- Drogerie,-5,9000100398435,0,,
Glisskur olej 200ml,64.9,04 -- Drogerie,0,9000100801331,0,,
Glisskur sampon na vlasy 250ml,99,04 -- Drogerie,0,4015000195324,0,,
Glisskur total repair 200ml,124.9,04 -- Drogerie,0,4015000886864,0,,
Glisskur total repair šampon na vlasy 250ml,99,04 -- Drogerie,-2,4015000195317,0,,
Glisskur ultimate oil elixir 250ml,99,04 -- Drogerie,-1,9000100801416,0,,
Glisskur ultimate repair 250ml,64.9,04 -- Drogerie,0,9000100662918,0,21,
glo,99.9,15 -- Textil,0,59486343,,,
glo,99.9,15 -- Textil,0,59486312,,,
glo,99.9,15 -- Textil,0,59486305,,,
glo,590,15 -- Textil,0,59489443,,,
Glo hyper,300,04 -- Drogerie,0,8595682128897,,,
Gluten FREE (Chleb bez lepkovy) 250g,49.9,12 -- Pecivo,-6,20818661,,,
Gluten FREE (Chleb bez lepkovy) 250g,49.9,13 -- Potraviny,-13,20818692,,,
Gluten Free 210g,74.9,14 -- Sladkosti,0,4711931032270,,,
Gmg drygin 700ml,319,01 -- Alkohol - Pivo - Víno,-7,4009887165709,0,,
Gnicchi di patate 500g AKCE,29.9,13 -- Potraviny,0,8008375018264,0,,
gnocchi 500g,38.9,13 -- Potraviny,-7,20031657,,,
Gnocchi 500g,29.9,13 -- Potraviny,0,4388440049640,0,12,
Gnocchi 500g,27.9,13 -- Potraviny,0,4388441148670,,,
Gnocchi 500g,29.9,13 -- Potraviny,0,4388860227406,,,
Gnocchi 500g,38.9,13 -- Potraviny,-3,20031664,,,
GNOCCHI 500g,32.9,13 -- Potraviny,-38,8033087772036,,,
Gnocchi di patate 500g,32.9,13 -- Potraviny,0,8002066000194,0,,
Go  and  go sampon berries 250ml,39,04 -- Drogerie,0,8594057121693,39,,
Go and go sampon cherry 250ml,39,04 -- Drogerie,0,8594057121686,39,,
Go and go sampon lime 250ml,39,04 -- Drogerie,0,8594057121679,39,,
Go and go sampon melon and grape 250ml,39,04 -- Drogerie,0,8594057121822,39,,
Go and go sampon pomeg. and figs 250ml,39,04 -- Drogerie,0,8594057121815,39,,
Go and Go sampon s konopi 250ml,39,13 -- Potraviny,0,8594057120504,39,,
Go and Go sampon s oliva 250ml,39,13 -- Potraviny,0,8594057120498,39,,
go chunjang hot pepper paste 500g,139,15 -- Textil,-5,8801007234540,,,
Go fresh-Hazelnut 20g,5.5,13 -- Potraviny,0,8691707095103,0,,
Go Jahoda+jogurt 23g,3.9,13 -- Potraviny,0,8594002310189,0,,
Go kakao 23g,3.9,13 -- Potraviny,0,8594002310172,0,,
GO Rybiz+jogurt 23g,3.9,13 -- Potraviny,0,8594002310165,0,,
Gobbetti Rigati kolena velka 500g,29.9,13 -- Potraviny,0,8593912014224,0,,
Gobstopper 141.7g,49.9,13 -- Potraviny,0,079200619091,,,
Goflet cappccino,4.9,13 -- Potraviny,0,8693029300262,0,,
Goflet caramel,4.9,13 -- Potraviny,0,8693029300286,0,,
Goflet Dard,4.5,13 -- Potraviny,0,8693029300125,0,,
gofresh,5.9,13 -- Potraviny,0,8691707095158,0,,
Gofresh extra milky 25g,7.9,13 -- Potraviny,0,742893195752,0,,
Gofret Kakao 200g,19.9,13 -- Potraviny,0,8693029700406,0,,
Gofret-Oplatky s jahodovou 175g,15.9,13 -- Potraviny,0,8698509287811,0,,
Gofret-oplatky s liskooriskovou 175g,15.9,13 -- Potraviny,0,8690766688028,0,,
GOFRI KAKAO 125G,19.9,13 -- Potraviny,0,5997590500223,0,,
Goji 80g,42.9,13 -- Potraviny,0,8594040230173,,,
gojl susenne 100g,39.9,13 -- Potraviny,0,8586012827924,,,
Gold asconi bile vino suche 0.75l,79,04 -- Drogerie,0,4840358000552,58.9,,
Gold Asconi pinot franc 0.75l,89.9,13 -- Potraviny,0,4840358003454,0,,
Gold malboro 100s original,86,13 -- Potraviny,0,85949805,0,,
GOLD Mandle -Jadra 100g,38.9,13 -- Potraviny,0,9001466207546,0,,
Gold plus ryze 1kg,26.9,13 -- Potraviny,0,8588003842077,16.99,,
goldara stollen 200g,25.9,13 -- Potraviny,0,20159030,0,,
Golde vir 50g,229,02 -- Cigarety - Tabak - Mobil,0,4030700110354,,,
Golden american zlaty,57,03 -- Domaci potreby - Elektro,0,87196481,0,,
Golden bay cukr třtinový jemný 500g,34.9,13 -- Potraviny,-15,9001466220422,0,,
Golden Boat 300ml,59.9,13 -- Potraviny,-9,8851912050599,,,
Golden Cracker solene100g,24.9,13 -- Potraviny,0,8594042910868,0,,
Golden Christmas svicka 115g,49.9,04 -- Drogerie,0,5901685057929,,,
Golden Grave Chardonnay 0.75l,54.9,01 -- Alkohol - Pivo - Víno,0,8594044830263,0,,
Golden Oil slunecnicovy 1l,56.9,13 -- Potraviny,0,8588003842480,28.9,12,
golden olrj 1l,34.9,13 -- Potraviny,0,8586012212065,0,,
Golden Rings - Sunkovy 125g,19.9,13 -- Potraviny,0,8594042910400,15.2,,
Golden Rings paprikove 100g,24.9,13 -- Potraviny,-35,8594042910592,12.89,12,
Golden Rings solene 100g,29.9,13 -- Potraviny,-60,8594042910370,0,,
Golden Rings sunkove 100g,24.9,13 -- Potraviny,-21,8594042910981,11.79,,
Golden Rings syrove 100g,29.9,13 -- Potraviny,-81,8594042910585,14.48,12,
golden snack,29.9,13 -- Potraviny,-20,8594042911469,0,,
Golden snack cracker cesnekovy 100g,18.9,13 -- Potraviny,0,8594042911247,0,12,
Golden snack cracker papr. 100g,19.9,13 -- Potraviny,0,8594042911117,12.9,,
Golden Snack tycinky syrove 100g,11.9,13 -- Potraviny,0,8594042910646,0,,
Golden tofu bez příchutě 300g,38.9,11 -- Ovoce - Zelenina,0,8594165690111,0,,
Golden virginia 30g,229,02 -- Cigarety - Tabak - Mobil,0,4030700110323,,21,
Golden virginia 30g,279,02 -- Cigarety - Tabak - Mobil,-135,4030700147442,,,
Golden Virginia 50g,345,02 -- Cigarety - Tabak - Mobil,0,4030700147473,,,
Goldenburg  sumavsky 45%-100g,26.9,08 -- Maso - Uzeniny,0,8595021603351,0,,
Goldendaam sumavsky 47% - 100g,26.9,08 -- Maso - Uzeniny,0,8595021605287,0,,
Goldensun kentucky whiskey 700ml,349,01 -- Alkohol - Pivo - Víno,0,20005016,0,,
goldfein 400g,39.9,13 -- Potraviny,0,4018249004426,0,12,
Goldfein babovka rozinkova 400g,39.9,13 -- Potraviny,0,4018249002712,0,,
Goldfein babovka selska 400g,39.9,13 -- Potraviny,0,4018249002736,0,12,
goldfein cake paradise 300g,49.9,13 -- Potraviny,-47,8592794030001,,,
goldfein chlebicek 200g,37.9,13 -- Potraviny,-58,8592794034009,,,
Goldfein chlebicek 400g,49.9,15 -- Textil,-100,8592794033040,,12,
Goldfein -dort-200g,21.9,13 -- Potraviny,0,4018249001494,0,,
Goldfein kakaovz chlebicek 400g,49.9,15 -- Textil,-27,8592794033026,,12,
Goldfein marcipanovy 400g,49.9,13 -- Potraviny,-50,8592794033002,,,
goldfein mramorovz chlebicek 400g,49.9,13 -- Potraviny,-134,8592794033019,,12,
Goldfein rolada 200g,29.9,13 -- Potraviny,0,8592794061081,,,
Goldfein rolada 200g,29.9,13 -- Potraviny,0,8592794061036,,,
Goldfein roll 200g,26.9,13 -- Potraviny,0,4018249006437,0,,
Goldfein roll 250g,22.9,13 -- Potraviny,0,4018249006789,0,,
goldfein stacciatella 400g,39.9,13 -- Potraviny,0,4018249004488,0,,
goldfein zitrone 400g,39.9,13 -- Potraviny,0,4018249004457,0,,
Goldfein. babovka polevana 400g,44.9,13 -- Potraviny,0,4018249002811,0,,
goldora stollen 200g,25.9,13 -- Potraviny,0,20140274,0,,
goldora stollen 200g,25.9,13 -- Potraviny,0,20140281,0,,
gombasecka klobaca 230g,54.9,13 -- Potraviny,0,8586011172568,0,,
GOOD MASK 3ks,39.9,15 -- Textil,0,8594202280060,,,
Good skleněné nudle 60g,29.9,13 -- Potraviny,-5,8934563306113,0,,
Goody Flakers Choco 250g,15.9,13 -- Potraviny,0,20080518,0,12,
GOOOL ice cream 100ml,22.9,13 -- Potraviny,0,8594010332975,,,
Gopnana Choco 80g,28.9,13 -- Potraviny,0,5900189010652,,,
Gordons 200ml,219,01 -- Alkohol - Pivo - Víno,-1,5000289021203,,,
Gordons pink 0.7l,439,01 -- Alkohol - Pivo - Víno,-6,5000289929417,,,
gothai 100g,16.9,13 -- Potraviny,0,8592890000601,0,,
Gothaijsky salam 100g,28.9,13 -- Potraviny,-13,8595023708825,,,
GOTHAIJSKY Salam 100g,26.9,13 -- Potraviny,-2,8594008886985,,,
Gothaj extra 400g,39.9,13 -- Potraviny,0,8592431013282,0,,
gothajky salam 100g,12.9,13 -- Potraviny,0,8594001788361,0,,
gothajsky salam 100g,13.9,13 -- Potraviny,0,8594001788392,0,,
Gothajsky salam 100g,12.9,13 -- Potraviny,0,8595023703417,0,,
GOTHAJSKY SALAM 100g,27.9,13 -- Potraviny,-3,8595227539539,,,
Gothajský salám 100g,24.9,13 -- Potraviny,-9,8595610501877,0,12,
gothajsky salam 400g,23.9,13 -- Potraviny,0,8594020821155,0,,
Gouda 100g,24.9,13 -- Potraviny,0,8594052743562,,,
Gouda 150g,36.9,13 -- Potraviny,-20,20261467,0,,
gouda 200g,44.9,13 -- Potraviny,0,20619848,,12,
Gouda 220g,59.9,13 -- Potraviny,-3,4061458213547,,,
GOUDA 250G,59.9,13 -- Potraviny,-18,20981778,,,
Gouda 300g,59.9,13 -- Potraviny,0,4337185529009,,,
Gouda 300g,59.9,13 -- Potraviny,0,4337185455612,,,
Gouda 400g,59.9,13 -- Potraviny,0,20093341,0,,
Gouda 400g,79.9,13 -- Potraviny,0,20047573,,,
Gouda 450g,69.9,13 -- Potraviny,0,4388860138337,,,
Gouda 48% blocek 200g,44.9,13 -- Potraviny,0,8590018780053,0,,
GOUDA blocek 200g,69.9,13 -- Potraviny,-118,8594052744408,,,
GOUDA Blocek 250g,49.9,13 -- Potraviny,0,8594042941220,,,
Gouda kapucin 100g,28.9,13 -- Potraviny,0,8594047133095,0,,
Gouda piece 400g,69.9,13 -- Potraviny,0,4335896137629,,,
Gouda plátky 45%  500g,79.9,13 -- Potraviny,0,20265793,0,,
GOUDA platky 48% 100g,34.9,13 -- Potraviny,-179,8594052743289,,,
Gouda polotvrdý sýr100g,39.9,13 -- Potraviny,-37,5901915002071,0,12,
Gouda pomazanka 200g,39.9,13 -- Potraviny,-16,4047800013959,,,
Gouda syr 150g,44.9,13 -- Potraviny,-270,5900512110585,,,
Gouda syr 220g,44.9,13 -- Potraviny,0,4012345692341,,,
Gouda syr 48% 100g,34.9,13 -- Potraviny,-324,8594042940759,,,
gouda uzena syr 100g,44.9,13 -- Potraviny,-2,8595021607595,,,
Gouda zlaty syr 48% 250g,69.9,14 -- Sladkosti,-86,8594052746891,,,
Goufret coconut 40g,7.9,13 -- Potraviny,0,8691066565033,,,
gourmet 4*85g,59.9,06 -- Krmivo,0,7613032958824,0,,
gourmet 85g,25.9,13 -- Potraviny,-19,7613037933994,,,
gourmet 85g,25.9,13 -- Potraviny,-39,7613033775666,,,
gOURMET 85G,16.9,13 -- Potraviny,0,7613035465664,,,
Gourmet 85g,18.9,06 -- Krmivo,0,7613035439856,,,
Gourmet 8x85g,149,06 -- Krmivo,-6,7613036249454,,,
Gourmet Filety 350g,69.9,13 -- Potraviny,0,20206857,0,,
Gourmet gold,16.9,13 -- Potraviny,0,7613032814953,,,
gourmet gold 85g,16.9,03 -- Domaci potreby - Elektro,0,7613031808649,0,,
gourmet gold 85g,16.9,03 -- Domaci potreby - Elektro,0,7613032816506,0,,
Gourmet gold 85g,16.9,13 -- Potraviny,0,7613032815066,0,,
Gourmet gold 85g,18.9,06 -- Krmivo,0,7613033776281,,,
Gourmet gold 85g,22.9,06 -- Krmivo,0,3222270493871,,,
Gourmet gold 85g,22.9,06 -- Krmivo,-6,40056494,,,
Gourmet gold 85g,22.9,06 -- Krmivo,0,7613032977085,,,
Gourmet gold 85g,18.9,06 -- Krmivo,0,7613035439696,,,
Gourmet Gold 85g,25.9,13 -- Potraviny,-46,7613031806171,0,,
Gourmet Gold 85g,16.9,13 -- Potraviny,0,7613031806201,0,,
Gourmet Gold 85g,18.9,06 -- Krmivo,0,7613035439665,,,
gourmet hovezi pro kocky 85g,25.9,06 -- Krmivo,-17,7613032984304,0,,
gourmet hovezi pro kocky 85g,25.9,13 -- Potraviny,-16,7613032814809,,,
Gp super baterie 10ks,99,04 -- Drogerie,0,4891199141904,,,
Gp super battery 8+4ks,99,04 -- Drogerie,0,4891199185281,,,
Gp super batterz 8+4,99,04 -- Drogerie,0,4891199185229,,,
Grabmuller 0.5l,11.9,13 -- Potraviny,0,8594011233059,,,
Gracie jogurt orisek,7.9,13 -- Potraviny,0,4025500145675,0,,
Grafefruit  svicky 6ks,16.9,13 -- Potraviny,0,5903856976909,0,,
Graham Tycinky 100g,9.9,13 -- Potraviny,0,8594001130030,0,,
Grahamove tycinky 100g,12,13 -- Potraviny,0,8594042910639,0,,
graines 100g,49.9,13 -- Potraviny,-47,4607012353542,,,
Gran 50ml,79,01 -- Alkohol - Pivo - Víno,0,5010327200460,,,
Gran appasso 0.75l,419,01 -- Alkohol - Pivo - Víno,0,8021904006112,,,
Gran Biraghi 100g,54.9,13 -- Potraviny,0,8002004217554,,,
gran castelli 100g AKCE,37.9,13 -- Potraviny,0,8001868013401,0,,
gran castelli 125g,49.9,13 -- Potraviny,0,8001868012503,,,
Gran Gusto 40g,24.9,13 -- Potraviny,0,8000430392562,,,
Gran moravia 100g,59.9,13 -- Potraviny,0,8594024490012,0,,
Gran Moravia porce 100g,64.9,13 -- Potraviny,-174,8032618610410,0,,
Gran moravia scaglie 100g,54.9,13 -- Potraviny,0,8001605012285,,,
Gran qualita 0.25kg,84.9,13 -- Potraviny,0,8032618610434,0,,
Gran soresina 50g,39.9,13 -- Potraviny,0,8004673110136,0,,
GRANA CROISSANT 60g,16.9,13 -- Potraviny,-33,8586017331648,,,
GRANA CROISSANT 60g,16.9,13 -- Potraviny,-21,8586017331808,,,
GRANA CROISSANT 60g,16.9,13 -- Potraviny,-11,8586017330030,,,
grana padano,139,13 -- Potraviny,0,4333465140544,,12,
grana padano 0.200kg,76.9,13 -- Potraviny,0,8003518104019,0,,
grana padano 100g,59.9,13 -- Potraviny,0,8003518104705,0,,
grana padano chop 100g,49.9,13 -- Potraviny,0,8003518101827,0,,
Grana padano syr 200g,89.9,13 -- Potraviny,0,4388441163819,,,
Grana padano syr 200g,79.9,13 -- Potraviny,0,5051007106023,,,
Grana parano 200g,84.9,13 -- Potraviny,0,20155520,0,,
Granatove Jablko ks,24.9,11 -- Ovoce - Zelenina,-76,159,,12,
Grand,16.9,04 -- Drogerie,0,5903936005987,0,21,
Grand,17.9,04 -- Drogerie,0,5903936006038,0,21,
grand dessent 190g,26.9,13 -- Potraviny,-47,4002971253207,,,
Grand dessert 160g,26.9,13 -- Potraviny,-3,4002971253801,,,
Grand dessert 190g,24.9,13 -- Potraviny,-4,4002971270808,,,
Grand Dessert 190g,24.9,13 -- Potraviny,-2,4002971254402,,,
Grand Dessert 190g,26.9,13 -- Potraviny,-10,4002971254006,,,
GRAND DESSERT 190g,26.9,13 -- Potraviny,-3,4002971253009,,,
grand dessert 200g,21.9,13 -- Potraviny,0,4002971234206,,12,
Grand dessert chocco noir 200g,21.9,13 -- Potraviny,0,4002971234701,0,,
Grand dessert double choco 200g,16.9,13 -- Potraviny,0,4002971234602,0,,
Grand dessert double nut 190g,26.9,13 -- Potraviny,-46,4002971253405,,,
Grand dessert double nut 190g,26.9,13 -- Potraviny,-20,4002971253603,,,
Grand dessert double nut 200g,21.9,13 -- Potraviny,0,4002971228601,0,12,
grand dessert vanila 190g,26.9,13 -- Potraviny,-43,4002971253108,,,
Grand Drink-Bellini 1.5l,20.9,09 -- Napoje,0,8594001023097,16.35,,
Grand Finale,18.9,04 -- Drogerie,0,8581010008351,0,21,
grand marchand bordeaux 0.75l,169,01 -- Alkohol - Pivo - Víno,-6,3760175964091,,,
Grand Orange 1l,19.9,13 -- Potraviny,0,5901088000768,0,,
GRAND THEATRE Bordeaux 0.75l,249,01 -- Alkohol - Pivo - Víno,-1,3259353515007,,,
Grande 2v1 100g,25.9,13 -- Potraviny,0,5900038008397,0,,
Grande cappuccino 125g,24.9,13 -- Potraviny,0,5900552034469,0,,
Grande cappuccino sugar free 125g,24.9,13 -- Potraviny,0,5900552034506,0,,
Grande Merlot 750ml,89,09 -- Napoje,0,3258880722490,0,,
Grande pizza 75g,20.9,13 -- Potraviny,0,8594002934484,0,,
Grande sunka Prosciutto 80g,18.9,13 -- Potraviny,0,8594002935832,0,,
Grande-bylinkova sul 80g,18.9,13 -- Potraviny,0,8594002932411,0,,
Grandino 200g,39.9,13 -- Potraviny,0,20706999,,,
Grandino 200g,39.9,13 -- Potraviny,0,20452735,,,
Grandino 200g,39.9,13 -- Potraviny,0,20452728,,,
Grandino 210g,39.9,13 -- Potraviny,0,40895321,,,
Grandino cocoa 210g,39.9,13 -- Potraviny,0,20927103,,,
Grandino lemon 210g,39.9,13 -- Potraviny,0,20301804,,,
GrandMousse 120g,24.9,13 -- Potraviny,0,4002971283105,,,
granini 1l,54.9,13 -- Potraviny,-85,8594001026166,,,
granini 1l,54.9,13 -- Potraviny,-21,8594001026142,,,
granini 1l,54.9,13 -- Potraviny,-9,8594001026128,,,
granini 1l,54.9,13 -- Potraviny,-49,8594001029914,,,
Granini 1l,44.9,09 -- Napoje,0,3503780002174,0,,
Granini 1l,44.9,13 -- Potraviny,0,8594001027262,,,
Granini 1l multi,54.9,09 -- Napoje,-75,3503780001016,0,,
granini broskev 1l,54.9,09 -- Napoje,-17,3503780001993,0,,
Granini černý rybíz 1l,39.9,09 -- Napoje,0,3503780003829,0,,
granini hruska 1l,54.9,09 -- Napoje,-74,3503780001962,0,21,
granini jablko 1l,54.9,09 -- Napoje,-191,3503780002235,0,,
Granini meruňka 1l,39.9,09 -- Napoje,0,3503780002143,0,,
Granini minty melon 750ml,44.9,09 -- Napoje,0,4048517725760,,,
granini pomeranc 1l,54.9,09 -- Napoje,-214,3503780000996,0,,
granini pomeranc -mango 1l,54.9,09 -- Napoje,-95,8594001028955,,,
Granini vanilla passion 750ml,44.9,09 -- Napoje,0,4048517725685,,,
Granini z jablka mrkve a cervene repy 1l,54.9,13 -- Potraviny,-14,8594001028399,,,
Granini z pomeranc .mrkve a citronou 1l,54.9,13 -- Potraviny,-6,8594001028375,,,
granko 225g,59.9,13 -- Potraviny,0,7613035093317,0,,
granko 350g,119,13 -- Potraviny,-5,8445290140012,,,
granko 350g,119,13 -- Potraviny,-15,8445290140227,,,
GRANKO 400g,89,13 -- Potraviny,0,7613035748026,,,
GRANKO 400g,99,13 -- Potraviny,-15,8445290140036,,,
granko 450g,89.9,13 -- Potraviny,-1,7613035093331,0,,
Granko 500g,89.9,13 -- Potraviny,0,7613035463912,,,
Granko 70ml,14.9,13 -- Potraviny,0,7613031932382,0,,
Granko 74ml,16.9,13 -- Potraviny,0,5903021302663,,,
Granko dort 615ml,36.9,13 -- Potraviny,0,4008210985618,0,,
Granko exclusive 200g,49.9,13 -- Potraviny,0,7613032863555,0,,
Granko Maxi 550g,129,13 -- Potraviny,-18,8445290140265,,,
Granko napoj 180ml,19.9,13 -- Potraviny,-24,8593893778320,,,
Granmoravia sýr strouhaný 60g,54.9,13 -- Potraviny,0,8594024490050,0,,
Grannd dessert choco 190g,24.9,13 -- Potraviny,-6,4002971253900,,,
granny finest 50g,34.9,09 -- Napoje,0,5901086001446,0,,
Granoro mezze penne 500g,28.9,13 -- Potraviny,0,8007290131065,0,,
Granoro speciali nuvole 96,28.9,13 -- Potraviny,0,8007290330963,0,,
Granoro spirali 500g,28.9,13 -- Potraviny,0,8007290130327,0,,
Granoro vlasove 500g,28.9,13 -- Potraviny,0,8007290131072,0,,
Grants 0.05l,55,15 -- Textil,0,12345,,,
Grants 0.7l,389,01 -- Alkohol - Pivo - Víno,-16,5010327000404,321.18,,
Grants 0.7l,329,02 -- Cigarety - Tabak - Mobil,0,5010327205182,0,,
Grants 5cl,69,01 -- Alkohol - Pivo - Víno,0,67,,,
Grants Cask Editions 70cl 40%,329,03 -- Domaci potreby - Elektro,0,5010327205199,280,,
Grant's whisky 0.2l 40%obj,239,13 -- Potraviny,0,5010327208107,0,,
Grapefruit CO2 2l,7.9,09 -- Napoje,0,20117856,0,,
grated cheese 40g,22.9,13 -- Potraviny,0,8007512001015,0,,
Grated Cheese 80g,54.9,13 -- Potraviny,0,8006207000081,,,
Gratis 50ml,59.9,04 -- Drogerie,-12,5908246790028,0,,
Greek extra virgin olive oil 500ml,179,13 -- Potraviny,0,5201106190182,,,
Greek extra virgin olive oil 500ml,179,13 -- Potraviny,0,5201106190427,,,
greek extra virgin olive oil 750ml,199,13 -- Potraviny,0,5201106190922,,,
GREEK extra virgin olive oil 750ml,199,13 -- Potraviny,0,5201106190748,,,
Green curry paste 50g,26.9,13 -- Potraviny,-19,084909005465,0,,
Green jasmineb 35g,34.9,13 -- Potraviny,0,5901086049318,,,
Green tea,44.9,11 -- Ovoce - Zelenina,0,5907602664232,0,,
green tea 1.5l,37.9,09 -- Napoje,0,9006900210328,0,,
Greenfield black tea 50g,59.9,13 -- Potraviny,-5,4823096802404,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-14,4605246017506,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-13,4605246004278,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-7,4605246004353,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-13,4605246013829,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-10,4605246010194,,,
Greenfield black tea 50g,64.9,13 -- Potraviny,-6,4823096800981,,,
Greenfield caj 50g,64.9,13 -- Potraviny,-6,4605246015397,,,
